Filename	Segment	WC	Analytic	Clout	Authentic	Tone	WPS	Sixltr	Dic	function	pronoun	ppron	i	we	you	shehe	they	ipron	article	prep	auxverb	adverb	conj	negate	verb	adj	compare	interrog	number	quant	affect	posemo	negemo	anx	anger	sad	social	family	friend	female	male	cogproc	insight	cause	discrep	tentat	certain	differ	percept	see	hear	feel	bio	body	health	sexual	ingest	drives	affiliation	achieve	power	reward	risk	focuspast	focuspresent	focusfuture	relativ	motion	space	time	work	leisure	home	money	relig	death	informal	swear	netspeak	assent	nonflu	filler	AllPunc	Period	Comma	Colon	SemiC	QMark	Exclam	Dash	Quote	Apostro	Parenth	OtherP
36.txt	1	647	38.07	76.15	32.27	79.34	21.57	11.90	74.96	50.39	18.24	12.98	6.18	0.62	6.18	0.00	0.00	5.26	6.03	8.19	12.06	4.02	3.55	1.55	16.38	2.32	1.39	1.08	1.08	0.62	4.64	3.71	0.77	0.15	0.00	0.62	10.82	0.00	0.15	0.00	0.00	8.50	1.70	0.77	2.32	1.85	0.46	2.78	1.08	0.77	0.15	0.15	0.00	0.00	0.00	0.00	0.00	5.26	2.32	0.46	2.94	0.62	0.00	2.63	13.60	1.55	9.89	0.93	3.55	4.95	1.39	0.15	1.39	2.32	0.00	0.00	0.93	0.00	0.15	0.62	0.15	0.00	12.21	2.63	3.09	0.15	0.00	2.47	0.00	0.46	0.00	2.47	0.00	0.93
37.txt	1	324	60.34	60.95	67.75	72.05	14.09	21.30	63.58	35.49	13.27	10.80	7.10	0.31	3.40	0.00	0.00	2.47	3.40	7.10	8.33	3.09	2.16	0.93	11.73	1.54	0.62	0.31	8.95	0.62	3.09	2.78	0.31	0.00	0.00	0.31	8.33	0.31	0.00	0.00	0.31	5.56	0.62	0.31	2.16	1.23	1.54	1.23	0.31	0.31	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.63	1.85	0.00	2.78	0.62	0.31	2.16	8.64	1.23	16.98	0.62	3.70	11.73	0.00	0.00	1.23	1.54	0.00	0.00	0.31	0.00	0.00	0.31	0.00	0.00	26.85	6.17	9.57	0.62	0.00	0.93	0.31	6.48	0.00	1.54	0.00	1.23
38.txt	1	609	21.45	80.79	22.26	95.04	15.62	12.97	78.16	52.87	18.39	12.48	5.25	1.64	5.42	0.00	0.16	5.91	4.11	9.03	12.32	7.55	5.75	1.15	17.24	1.81	1.31	1.64	3.12	1.48	6.24	5.42	0.82	0.00	0.00	0.33	9.69	0.00	0.00	0.00	0.16	8.37	0.99	1.48	0.82	2.46	1.97	1.64	1.48	0.99	0.49	0.00	0.33	0.00	0.16	0.00	0.16	5.91	1.97	1.31	1.15	1.64	0.33	2.13	14.12	0.99	9.36	1.81	2.13	5.75	1.64	0.00	0.00	1.15	0.00	0.00	4.43	0.00	0.99	2.79	0.99	0.00	20.36	6.73	4.27	0.00	0.00	0.66	0.00	3.94	0.49	3.28	0.66	0.33
39.txt	1	629	54.86	94.74	23.64	97.53	11.65	17.01	71.54	43.08	18.44	13.67	4.77	0.79	7.79	0.32	0.00	4.77	2.70	9.70	8.74	1.43	2.54	0.48	12.24	1.59	0.79	0.64	4.61	0.00	6.20	5.72	0.48	0.16	0.00	0.32	14.47	0.00	0.32	0.32	0.00	8.27	2.38	1.27	0.64	2.86	0.64	1.59	0.48	0.16	0.32	0.00	0.48	0.00	0.48	0.00	0.00	5.56	2.70	1.75	0.64	0.48	0.64	0.79	10.02	1.43	8.90	0.64	3.66	4.61	2.54	0.64	1.11	2.07	0.00	0.00	1.11	0.00	0.16	0.95	0.00	0.00	30.84	7.63	3.18	1.43	0.00	1.75	0.32	1.91	0.00	0.64	1.27	12.72
40.txt	1	591	38.49	94.96	37.69	92.85	14.07	9.64	80.88	55.16	20.98	16.41	6.60	0.68	7.95	0.00	1.18	4.57	4.91	12.52	10.49	5.75	4.57	0.68	16.75	3.05	1.86	1.69	2.20	0.68	6.60	5.41	1.18	0.17	0.34	0.34	15.74	0.17	0.00	0.17	0.00	6.94	1.18	1.35	1.35	1.86	1.18	0.68	0.68	0.34	0.17	0.00	0.17	0.00	0.17	0.00	0.00	6.94	2.88	1.52	1.18	2.20	0.34	2.54	14.04	2.37	12.01	2.03	4.23	6.77	1.86	0.85	0.17	0.51	0.68	0.00	1.35	0.00	0.00	0.68	0.68	0.00	20.14	4.23	4.91	0.00	0.00	1.35	1.52	0.17	0.17	2.37	0.00	5.41
41.txt	1	885	38.68	83.73	41.91	99.00	9.12	15.14	80.11	48.70	18.76	13.33	5.76	1.47	5.88	0.00	0.23	5.42	4.52	10.51	9.27	5.65	4.86	1.47	18.42	3.50	1.81	1.47	1.69	1.47	8.47	7.34	1.13	0.11	0.00	0.11	11.41	0.11	0.79	0.11	0.00	12.20	1.92	2.71	1.36	3.73	2.37	1.69	1.58	0.68	0.45	0.34	0.45	0.11	0.23	0.00	0.23	8.36	2.94	2.26	1.47	1.92	0.90	2.15	14.80	2.60	11.75	2.49	4.07	5.65	1.81	0.56	0.45	0.56	0.00	0.11	1.24	0.00	0.45	0.56	0.23	0.00	26.89	6.44	3.05	0.45	0.00	2.15	3.62	0.11	0.34	4.41	0.11	6.21
42.txt	1	448	57.50	94.08	22.76	99.00	7.59	15.40	79.46	47.54	16.52	12.50	4.69	0.89	6.47	0.00	0.45	4.02	5.36	10.71	9.15	4.69	3.57	0.45	16.74	3.79	1.34	1.12	2.01	0.67	8.04	7.81	0.22	0.22	0.00	0.00	14.51	0.00	0.67	0.00	0.00	6.70	0.45	0.89	1.34	2.23	1.79	1.12	0.67	0.45	0.22	0.00	0.45	0.45	0.00	0.00	0.00	7.37	2.68	1.12	1.79	1.79	0.45	3.35	12.95	2.01	11.61	2.23	4.24	6.25	0.89	0.45	0.67	1.79	0.00	0.00	3.35	0.00	0.22	2.90	0.22	0.00	21.88	9.15	4.91	0.00	0.00	2.90	1.79	1.34	0.00	1.34	0.00	0.45
43.txt	1	66	16.03	67.52	98.01	54.29	16.50	18.18	95.45	59.09	27.27	19.70	12.12	1.52	4.55	0.00	1.52	7.58	4.55	12.12	13.64	4.55	4.55	1.52	27.27	1.52	1.52	1.52	3.03	0.00	1.52	1.52	0.00	0.00	0.00	0.00	12.12	0.00	1.52	0.00	1.52	13.64	3.03	3.03	1.52	6.06	1.52	0.00	3.03	0.00	1.52	1.52	0.00	0.00	0.00	0.00	0.00	7.58	1.52	1.52	3.03	1.52	0.00	4.55	18.18	3.03	19.70	4.55	9.09	6.06	3.03	1.52	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	15.15	3.03	3.03	0.00	0.00	1.52	0.00	0.00	0.00	7.58	0.00	0.00
44.txt	1	76	12.81	90.57	9.58	90.71	19.00	17.11	78.95	55.26	18.42	11.84	3.95	2.63	5.26	0.00	0.00	6.58	3.95	9.21	17.11	9.21	3.95	1.32	22.37	1.32	1.32	2.63	0.00	3.95	6.58	5.26	1.32	0.00	0.00	0.00	11.84	0.00	0.00	0.00	0.00	13.16	1.32	2.63	2.63	3.95	1.32	1.32	1.32	0.00	1.32	0.00	0.00	0.00	0.00	0.00	0.00	7.89	5.26	1.32	0.00	1.32	0.00	6.58	10.53	2.63	9.21	1.32	7.89	0.00	2.63	0.00	0.00	0.00	0.00	0.00	5.26	0.00	1.32	0.00	5.26	0.00	19.74	3.95	5.26	0.00	0.00	3.95	1.32	0.00	0.00	5.26	0.00	0.00
45.txt	1	176	24.34	96.52	17.28	77.95	11.00	9.09	86.93	51.70	21.02	16.48	7.39	1.14	5.11	1.14	1.70	4.55	2.27	9.66	12.50	6.25	2.27	0.57	18.75	3.41	1.14	2.27	1.70	0.57	8.52	5.68	2.84	0.57	0.00	0.57	22.16	0.00	0.57	0.00	2.27	7.95	1.70	1.14	2.27	1.70	0.00	2.27	3.98	0.00	3.41	0.57	0.00	0.00	0.00	0.00	0.00	11.93	5.11	1.14	4.55	2.84	0.00	5.68	13.07	0.57	7.39	0.57	4.55	2.27	3.41	0.00	0.00	0.00	0.00	0.00	5.11	0.00	0.00	3.98	1.70	0.00	18.18	2.27	6.82	0.00	0.00	4.55	1.70	0.00	1.14	1.70	0.00	0.00
46.txt	1	242	40.32	85.87	27.19	97.90	17.29	16.53	81.82	52.48	19.01	15.29	6.61	0.41	5.79	0.00	2.48	3.72	4.55	12.40	9.92	5.37	6.61	0.41	17.36	2.48	2.48	2.07	4.13	1.65	6.20	5.79	0.41	0.00	0.00	0.41	13.22	0.00	0.00	0.00	0.00	8.26	1.24	0.83	2.48	2.89	1.24	1.65	2.48	0.00	0.00	0.83	1.24	0.41	0.00	0.00	0.83	4.13	2.48	0.00	0.41	1.24	0.00	3.31	11.57	2.07	10.33	2.48	4.55	3.31	1.65	0.41	0.83	4.96	0.00	0.00	1.24	0.00	0.00	0.83	0.41	0.00	11.57	4.13	2.07	0.00	0.00	1.24	0.00	0.00	0.00	2.07	0.83	1.24
47.txt	1	430	56.00	75.01	78.89	94.05	12.65	14.88	86.51	52.56	16.28	12.56	6.28	0.23	4.65	0.00	1.40	3.72	7.44	11.40	10.23	6.05	4.19	0.93	15.81	1.86	1.16	0.70	2.79	1.86	6.28	5.35	0.93	0.23	0.00	0.47	11.16	0.00	0.47	0.00	0.00	10.47	2.09	0.93	2.33	3.49	1.16	2.09	0.47	0.23	0.00	0.00	2.33	0.00	0.00	0.00	2.33	6.51	2.09	0.93	3.95	0.47	0.00	1.86	12.79	1.40	17.67	1.40	7.91	7.91	1.86	2.09	0.00	2.33	0.00	0.00	0.93	0.00	0.00	0.70	0.23	0.00	15.81	6.28	3.49	0.00	0.00	1.16	0.23	1.16	0.00	2.33	0.47	0.70
48.txt	1	188	28.93	72.07	55.35	95.93	12.53	11.70	75.53	47.87	15.96	10.11	5.32	0.00	4.79	0.00	0.00	5.85	2.13	9.04	10.64	5.32	6.38	1.60	22.87	2.13	0.00	1.60	0.00	0.00	4.79	4.79	0.00	0.00	0.00	0.00	10.64	0.00	0.00	0.00	0.00	9.04	0.00	1.60	2.13	4.26	0.53	2.66	2.66	1.60	1.06	0.00	0.00	0.00	0.00	0.00	0.00	5.32	1.60	1.06	2.66	0.53	0.00	4.79	12.23	3.19	15.96	2.13	6.38	7.45	2.13	0.00	0.53	0.00	0.00	0.00	2.13	0.00	0.00	2.13	0.00	0.00	14.89	1.60	2.13	0.00	0.00	6.38	0.00	0.00	1.60	1.06	2.13	0.00
49.txt	1	138	8.04	21.26	83.36	1.00	9.86	4.35	81.16	60.14	23.91	15.22	9.42	0.00	5.80	0.00	0.00	8.70	5.07	7.97	13.77	7.97	0.72	7.25	21.01	3.62	0.00	2.17	0.00	0.72	5.07	0.72	4.35	0.00	1.45	2.17	10.14	0.00	0.00	0.00	0.00	10.14	1.45	0.00	0.00	2.17	0.72	5.80	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.25	0.72	0.72	3.62	1.45	0.72	4.35	13.77	2.17	10.14	1.45	5.07	4.35	0.72	0.72	0.00	0.72	0.00	0.00	5.80	1.45	1.45	0.00	2.90	0.72	23.19	6.52	6.52	0.00	1.45	2.90	0.00	0.00	0.00	5.80	0.00	0.00
50.txt	1	905	68.65	92.75	32.24	78.43	18.10	19.23	84.42	51.38	14.36	11.05	2.76	1.77	4.42	0.44	1.66	3.31	7.51	12.82	10.94	4.31	3.76	1.10	18.34	2.65	1.44	0.55	0.55	2.54	3.98	3.43	0.55	0.22	0.11	0.00	15.03	0.00	0.33	0.11	0.55	11.27	2.32	1.44	2.32	3.43	0.88	2.76	1.22	0.11	0.99	0.00	0.00	0.00	0.00	0.00	0.00	8.51	3.98	1.10	2.87	0.99	0.66	3.31	12.38	0.99	13.15	3.09	6.85	3.43	6.41	0.11	0.22	1.22	0.11	0.00	0.88	0.00	0.22	0.22	0.55	0.00	16.69	4.64	4.86	0.00	0.00	1.88	0.22	0.11	0.33	3.43	0.22	0.99
51.txt	1	74	44.26	98.40	2.75	75.85	24.67	16.22	72.97	40.54	16.22	10.81	1.35	4.05	5.41	0.00	0.00	5.41	4.05	5.41	6.76	0.00	6.76	2.70	13.51	0.00	0.00	0.00	1.35	2.70	2.70	2.70	0.00	0.00	0.00	0.00	20.27	0.00	1.35	0.00	2.70	12.16	0.00	0.00	4.05	4.05	1.35	4.05	2.70	1.35	1.35	0.00	0.00	0.00	0.00	0.00	0.00	9.46	5.41	1.35	2.70	0.00	0.00	1.35	13.51	1.35	8.11	0.00	1.35	6.76	2.70	0.00	1.35	2.70	0.00	0.00	2.70	0.00	1.35	1.35	1.35	0.00	13.51	2.70	5.41	0.00	0.00	2.70	0.00	0.00	0.00	2.70	0.00	0.00
52.txt	1	219	68.62	89.11	29.73	68.84	19.91	10.05	86.30	54.34	19.18	11.87	4.57	1.83	2.74	2.28	0.46	7.31	5.02	18.26	10.50	4.11	2.74	0.91	18.72	2.74	0.91	0.46	0.00	3.20	3.20	2.74	0.46	0.00	0.00	0.00	14.16	0.00	0.00	0.00	2.28	7.76	1.37	0.46	1.37	3.20	0.91	0.91	1.83	0.00	1.83	0.00	0.00	0.00	0.00	0.00	0.00	10.96	3.20	2.28	3.20	2.74	0.46	4.11	12.33	1.37	14.61	2.28	6.39	6.39	2.74	0.46	0.00	2.28	0.00	0.00	2.28	0.00	0.00	1.37	0.00	0.91	15.07	2.28	5.94	0.00	0.00	1.37	0.91	0.46	0.00	4.11	0.00	0.00
53.txt	1	332	27.03	80.87	52.57	60.02	17.47	9.64	83.73	56.02	19.28	13.86	7.23	2.41	3.01	0.90	0.30	5.42	3.92	12.35	15.96	4.82	4.22	1.51	22.29	2.11	0.60	2.41	0.90	2.71	4.22	3.01	1.20	0.30	0.00	0.60	12.95	0.00	0.60	0.90	0.00	10.54	3.31	0.90	2.11	2.41	1.20	0.90	1.81	0.60	0.90	0.30	0.30	0.30	0.00	0.00	0.00	8.43	5.12	0.90	2.11	1.20	0.60	1.51	17.47	4.22	12.95	1.81	5.72	6.02	2.11	0.00	0.30	0.00	0.00	0.00	1.20	0.00	0.00	0.60	0.60	0.00	18.07	3.31	6.63	0.00	0.00	3.01	0.60	0.30	0.00	4.22	0.00	0.00
54.txt	1	110	39.85	94.90	6.31	98.09	22.00	10.00	79.09	50.91	17.27	11.82	2.73	4.55	4.55	0.00	0.00	5.45	5.45	9.09	15.45	2.73	1.82	1.82	20.00	2.73	0.91	0.91	0.91	4.55	7.27	6.36	0.91	0.00	0.00	0.00	13.64	0.00	0.00	0.00	0.00	7.27	0.00	0.00	3.64	2.73	0.91	1.82	1.82	0.91	0.00	0.91	0.00	0.00	0.00	0.00	0.00	10.91	6.36	0.91	1.82	0.91	1.82	0.91	15.45	0.91	10.91	0.91	4.55	5.45	0.91	0.91	0.00	0.91	0.00	0.00	2.73	0.00	0.00	2.73	0.00	0.00	14.55	0.00	7.27	0.00	0.00	3.64	0.00	0.91	0.00	1.82	0.00	0.91
55.txt	1	164	30.61	91.96	3.05	48.39	23.43	11.59	84.15	54.88	22.56	11.59	2.44	4.27	4.27	0.00	0.61	10.98	4.88	12.20	12.80	3.05	3.05	3.66	20.73	4.27	3.05	2.44	1.22	2.44	4.88	3.05	1.83	0.00	0.00	0.00	12.80	0.00	0.61	0.00	0.61	11.59	1.83	0.61	2.44	1.83	3.66	1.22	2.44	1.83	0.61	0.00	0.00	0.00	0.00	0.00	0.00	11.59	5.49	0.61	1.22	2.44	1.83	2.44	17.07	0.00	6.71	0.61	3.05	3.05	4.27	0.00	0.00	3.05	0.00	0.00	1.83	0.00	0.00	0.00	1.83	0.00	19.51	0.61	8.54	0.00	0.00	1.83	1.83	0.00	0.00	6.71	0.00	0.00
56.txt	1	738	44.08	93.36	12.48	71.55	15.06	15.72	85.50	55.42	19.78	13.55	4.34	3.12	3.52	0.95	1.63	6.23	5.28	13.41	11.25	4.47	5.28	0.95	18.97	3.66	1.63	1.08	1.49	1.90	4.88	3.66	1.22	0.00	0.14	0.00	15.72	0.00	0.14	0.41	0.54	11.38	2.57	0.68	3.66	3.52	1.49	2.03	1.76	0.27	1.08	0.41	1.49	0.00	1.49	0.00	0.00	10.57	4.61	1.49	2.85	1.76	0.81	2.03	14.50	1.36	9.76	0.81	3.79	5.69	3.52	0.68	0.00	1.76	0.00	0.00	0.54	0.00	0.00	0.54	0.00	0.00	15.04	5.15	4.61	0.00	0.00	1.36	0.14	0.68	0.00	3.12	0.00	0.00
